date,ticker,underlying,type,quantity,price,price_today,delta,vega
2025-07-30,O:GOOGL250919P00180000,GOOGL,short,1.086011919,11.55,2.3,-0.189,0.2
2025-07-30,O:GS250919C00690000,GS,short,0.234474561,38.56,54.36,0.736,0.892
2025-07-30,O:GS250919P00690000,GS,short,0.234474561,36.16,13.15,-0.273,0.913
2025-07-30,O:META250919C00735000,META,short,0.203115885,49.1,19.55,0.366,0.988
2025-07-30,O:META250919P00735000,META,short,0.203115885,43.74,53.18,-0.646,0.969
2025-07-30,O:BRKB250919C00485000,BRK.B,short,0.300386456,20.4,9.5,0.429,0.705
2025-07-30,O:BRKB250919P00485000,BRK.B,short,0.300386456,15.2,15.65,-0.597,0.684
2025-07-30,O:CSCO250919C00067500,CSCO,short,1.985373991,3.6,3.05,0.579,0.101
2025-07-30,O:CSCO250919P00067500,CSCO,short,1.985373991,2.33,2.18,-0.429,0.101
2025-07-30,O:AMZN250919C00225000,AMZN,short,0.5975976,13.25,14.07,0.619,0.331
2025-07-30,O:AMZN250919P00225000,AMZN,short,0.5975976,13.3,7.39,-0.387,0.332
2025-07-30,O:XOM250919C00110000,XOM,short,1.189556321,4.6,4.55,0.586,0.163
2025-07-30,O:XOM250919P00110000,XOM,short,1.189556321,5.25,3.1,-0.43,0.164
2025-07-30,O:BAC250919C00047000,BAC,short,2.492213318,2.43,2.08,0.621,0.068
2025-07-30,O:BAC250919P00047000,BAC,short,2.492213318,2.06,1.13,-0.396,0.069
2025-07-30,O:KO250919C00070000,KO,short,1.600401952,3,1.05,0.411,0.099
2025-07-30,O:KO250919P00070000,KO,short,1.600401952,2.12,2.4,-0.621,0.099
2025-07-30,O:AVGO250919C00270000,AVGO,short,0.402554815,22.55,41.22,0.798,0.322
2025-07-30,O:AVGO250919P00270000,AVGO,short,0.402554815,20.82,6.79,-0.215,0.335
2025-07-30,O:TMO250919C00410000,TMO,short,0.264247722,26.9,77.4,0.899,0.318
2025-07-30,O:TMO250919P00410000,TMO,short,0.264247722,24.2,2.15,-0.092,0.297
2025-07-30,O:WMT250919C00097500,WMT,short,1.013801605,4.96,3.75,0.536,0.146
2025-07-30,O:WMT250919P00097500,WMT,short,1.013801605,4.25,3.4,-0.472,0.146
2025-07-30,O:GE250919C00250000,GE,short,0.390617325,21.41,28.1,0.8,0.288
2025-07-30,O:GE250919P00250000,GE,short,0.390617325,12.55,3.55,-0.193,0.281
2025-07-30,O:BX250919C00150000,BX,short,0.638320874,9.96,25.47,0.898,0.117
2025-07-30,O:BX250919P00150000,BX,short,0.638320874,8.35,1.06,-0.111,0.124
2025-07-30,O:DE250919C00510000,DE,short,0.184945078,30,21.3,0.52,0.763
2025-07-30,O:DE250919P00510000,DE,short,0.184945078,23.25,19.12,-0.488,0.76
2025-07-30,O:PEP250919C00130000,PEP,short,0.657045664,7.05,14.9,0.899,0.092
2025-07-30,O:PEP250919P00130000,PEP,short,0.657045664,5.53,0.75,-0.134,0.116
2025-07-30,SPY_HEDGE_STOCK,SPY,long,0.933349235,614.91,634.46,1,0
2025-07-30,O:SPY250919C00615000,SPY,long,0.084120132,27.17,32.25,0.725,0.799
2025-07-30,O:SPY250919P00615000,SPY,long,0.084120132,11.91,5.61,-0.262,0.78
2025-07-30,O:SPY250919C00615000,SPY,short,0.071444046,23.74,32.25,0.725,0.799
2025-07-30,O:SPY250919P00615000,SPY,short,0.071444046,13.84,5.61,-0.262,0.78
2025-07-30,O:SPY250919C00615000,SPY,long,0.091276309,25.05,32.25,0.725,0.799
2025-07-30,O:SPY250919P00615000,SPY,long,0.091276309,11.17,5.61,-0.262,0.78
2025-07-30,O:SPY250919C00615000,SPY,short,0.128463628,23.54,32.25,0.725,0.799
2025-07-30,O:SPY250919P00615000,SPY,short,0.128463628,12.21,5.61,-0.262,0.78
2025-07-30,O:SPY250919C00615000,SPY,long,0.102496788,26.62,32.25,0.725,0.799
2025-07-30,O:SPY250919P00615000,SPY,long,0.102496788,9.02,5.61,-0.262,0.78
2025-07-30,O:SPY250919C00615000,SPY,long,0.266729065,29.99,32.25,0.725,0.799
2025-07-30,O:SPY250919P00615000,SPY,long,0.266729065,6.9,5.61,-0.262,0.78
2025-07-30,O:SPY250919C00615000,SPY,short,0.140122448,30.23,32.25,0.725,0.799
2025-07-30,O:SPY250919P00615000,SPY,short,0.140122448,6.83,5.61,-0.262,0.78
2025-07-30,O:SPY250919C00615000,SPY,long,0.116894616,31.98,32.25,0.725,0.799
2025-07-30,O:SPY250919P00615000,SPY,long,0.116894616,6.14,5.61,-0.262,0.78
2025-07-30,O:SPY250919C00615000,SPY,short,0.151939474,30.26,32.25,0.725,0.799
2025-07-30,O:SPY250919P00615000,SPY,short,0.151939474,6.51,5.61,-0.262,0.78
2025-07-30,O:SPY250919C00615000,SPY,short,0.129966608,32.25,32.25,0,0.799
2025-07-30,O:SPY250919P00615000,SPY,short,0.129966608,5.61,5.61,0,0.78
2025-07-31,O:SPY250919C00615000,SPY,long,5,20.51,27.5,0.733,0.774
2025-07-31,O:SPY250919P00615000,SPY,long,5,15.55,7.14,-0.29,0.805
2025-07-31,O:MSFT250919C00495000,MSFT,short,0.692561463,23.45,43.35,0.855,0.454
2025-07-31,O:MSFT250919P00495000,MSFT,short,0.692561463,18.7,4,-0.158,0.479
2025-07-31,O:AAPL250919C00200000,AAPL,short,1.418339734,12.15,14.52,0.676,0.278
2025-07-31,O:AAPL250919P00200000,AAPL,short,1.418339734,9.45,5.55,-0.329,0.28
2025-07-31,O:NVDA250919C00158000,NVDA,short,1.729505579,13.3,24.36,0.802,0.184
2025-07-31,O:NVDA250919P00158000,NVDA,short,1.729505579,12.04,3.55,-0.201,0.186
2025-07-31,O:V250919C00350000,V,short,0.560412083,16.6,9.25,0.494,0.515
2025-07-31,O:V250919P00350000,V,short,0.560412083,14.9,11.43,-0.521,0.51
2025-07-31,O:GOOGL250919C00180000,GOOGL,short,1.086011919,10.54,16.14,0.76,0.222
2025-07-31,O:GOOGL250919P00180000,GOOGL,short,1.086011919,11.55,3.49,-0.255,0.229
2025-07-31,O:GS250919C00690000,GS,short,0.234474561,38.56,54.36,0.72,0.901
2025-07-31,O:GS250919P00690000,GS,short,0.234474561,36.16,13.26,-0.291,0.923
2025-07-31,O:META250919C00735000,META,short,0.203115885,49.1,57.88,0.72,0.969
2025-07-31,O:META250919P00735000,META,short,0.203115885,43.74,15.62,-0.282,0.971
2025-07-31,O:BRKB250919C00485000,BRK.B,short,0.300386456,20.4,8.25,0.411,0.687
2025-07-31,O:BRKB250919P00485000,BRK.B,short,0.300386456,15.2,17.27,-0.612,0.665
2025-07-31,O:CSCO250919C00067500,CSCO,short,1.985373991,3.6,2.87,0.576,0.099
2025-07-31,O:CSCO250919P00067500,CSCO,short,1.985373991,2.33,2.14,-0.431,0.099
2025-07-31,O:AMZN250919C00225000,AMZN,short,0.5975976,13.25,17.15,0.675,0.314
2025-07-31,O:AMZN250919P00225000,AMZN,short,0.5975976,13.3,6.42,-0.327,0.315
2025-07-31,O:XOM250919C00110000,XOM,short,1.189556321,4.6,4.6,0.589,0.161
2025-07-31,O:XOM250919P00110000,XOM,short,1.189556321,5.25,3.1,-0.419,0.161
2025-07-31,O:BAC250919C00047000,BAC,short,2.492213318,2.43,1.79,0.57,0.069
2025-07-31,O:BAC250919P00047000,BAC,short,2.492213318,2.06,1.39,-0.448,0.07
2025-07-31,O:KO250919C00070000,KO,short,1.600401952,3,0.81,0.339,0.091
2025-07-31,O:KO250919P00070000,KO,short,1.600401952,2.12,3,-0.685,0.09
2025-07-31,O:AVGO250919C00270000,AVGO,short,0.402554815,22.55,34.12,0.736,0.358
2025-07-31,O:AVGO250919P00270000,AVGO,short,0.402554815,20.82,9.25,-0.268,0.361
2025-07-31,O:TMO250919C00410000,TMO,short,0.264247722,26.9,71,0.898,0.311
2025-07-31,O:TMO250919P00410000,TMO,short,0.264247722,24.2,2.02,-0.103,0.314
2025-07-31,O:WMT250919C00097500,WMT,short,1.013801605,4.96,4,0.563,0.144
2025-07-31,O:WMT250919P00097500,WMT,short,1.013801605,4.25,3.3,-0.444,0.144
2025-07-31,O:GE250919C00250000,GE,short,0.390617325,21.41,27.89,0.81,0.275
2025-07-31,O:GE250919P00250000,GE,short,0.390617325,12.55,3.55,-0.202,0.284
2025-07-31,O:BX250919C00150000,BX,short,0.638320874,9.96,23.56,0.879,0.129
2025-07-31,O:BX250919P00150000,BX,short,0.638320874,8.35,1.25,-0.107,0.118
2025-07-31,O:DE250919C00510000,DE,short,0.184945078,30,32.43,0.646,0.727
2025-07-31,O:DE250919P00510000,DE,short,0.184945078,23.25,14.35,-0.358,0.728
2025-07-31,O:PEP250919C00130000,PEP,short,0.657045664,7.05,10.62,0.787,0.145
2025-07-31,O:PEP250919P00130000,PEP,short,0.657045664,5.53,1.63,-0.227,0.155
2025-07-31,SPY_HEDGE_STOCK,SPY,long,1.629892655,614.91,632.08,1,0
2025-07-31,O:SPY250919C00615000,SPY,long,0.084120132,27.17,27.5,0.733,0.774
2025-07-31,O:SPY250919P00615000,SPY,long,0.084120132,11.91,7.14,-0.29,0.805
2025-07-31,O:SPY250919C00615000,SPY,short,0.071444046,23.74,27.5,0.733,0.774
2025-07-31,O:SPY250919P00615000,SPY,short,0.071444046,13.84,7.14,-0.29,0.805
2025-07-31,O:SPY250919C00615000,SPY,long,0.091276309,25.05,27.5,0.733,0.774
2025-07-31,O:SPY250919P00615000,SPY,long,0.091276309,11.17,7.14,-0.29,0.805
2025-07-31,O:SPY250919C00615000,SPY,short,0.128463628,23.54,27.5,0.733,0.774
2025-07-31,O:SPY250919P00615000,SPY,short,0.128463628,12.21,7.14,-0.29,0.805
2025-07-31,O:SPY250919C00615000,SPY,long,0.102496788,26.62,27.5,0.733,0.774
2025-07-31,O:SPY250919P00615000,SPY,long,0.102496788,9.02,7.14,-0.29,0.805
2025-07-31,O:SPY250919C00615000,SPY,long,0.266729065,29.99,27.5,0.733,0.774
2025-07-31,O:SPY250919P00615000,SPY,long,0.266729065,6.9,7.14,-0.29,0.805
2025-07-31,O:SPY250919C00615000,SPY,short,0.140122448,30.23,27.5,0.733,0.774
2025-07-31,O:SPY250919P00615000,SPY,short,0.140122448,6.83,7.14,-0.29,0.805
2025-07-31,O:SPY250919C00615000,SPY,long,0.116894616,31.98,27.5,0.733,0.774
2025-07-31,O:SPY250919P00615000,SPY,long,0.116894616,6.14,7.14,-0.29,0.805
2025-07-31,O:SPY250919C00615000,SPY,short,0.151939474,30.26,27.5,0.733,0.774
2025-07-31,O:SPY250919P00615000,SPY,short,0.151939474,6.51,7.14,-0.29,0.805
2025-07-31,O:SPY250919C00615000,SPY,short,0.129966608,32.25,27.5,0.733,0.774
2025-07-31,O:SPY250919P00615000,SPY,short,0.129966608,5.61,7.14,-0.29,0.805
2025-07-31,O:SPY250919C00615000,SPY,short,0.133634316,27.5,27.5,0,0.774
2025-07-31,O:SPY250919P00615000,SPY,short,0.133634316,7.14,7.14,0,0.805
2025-08-01,O:SPY250919C00615000,SPY,long,5,20.51,21.35,0.62,0.869
2025-08-01,O:SPY250919P00615000,SPY,long,5,15.55,11.13,-0.397,0.879
2025-08-01,O:MSFT250919C00495000,MSFT,short,0.692561463,23.45,37.3,0.803,0.536
2025-08-01,O:MSFT250919P00495000,MSFT,short,0.692561463,18.7,5.6,-0.213,0.559
2025-08-01,O:AAPL250919C00200000,AAPL,short,1.418339734,12.15,10,0.602,0.288
2025-08-01,O:AAPL250919P00200000,AAPL,short,1.418339734,9.45,6.65,-0.407,0.288
2025-08-01,O:NVDA250919C00158000,NVDA,short,1.729505579,13.3,21.94,0.764,0.197
2025-08-01,O:NVDA250919P00158000,NVDA,short,1.729505579,12.04,4.82,-0.242,0.2
2025-08-01,O:V250919C00350000,V,short,0.560412083,16.6,6.25,0.374,0.472
2025-08-01,O:V250919P00350000,V,short,0.560412083,14.9,16.2,-0.647,0.456
2025-08-01,O:GOOGL250919C00180000,GOOGL,short,1.086011919,10.54,14.13,0.713,0.236
2025-08-01,O:GOOGL250919P00180000,GOOGL,short,1.086011919,11.55,4.04,-0.294,0.239
2025-08-01,O:GS250919C00690000,GS,short,0.234474561,38.56,41.48,0.646,0.964
2025-08-01,O:GS250919P00690000,GS,short,0.234474561,36.16,21.15,-0.366,0.979
2025-08-01,O:META250919C00735000,META,short,0.203115885,49.1,41.15,0.621,1.048
2025-08-01,O:META250919P00735000,META,short,0.203115885,43.74,24.35,-0.384,1.051
2025-08-01,O:BRKB250919C00485000,BRK.B,short,0.300386456,20.4,9.1,0.416,0.679
2025-08-01,O:BRKB250919P00485000,BRK.B,short,0.300386456,15.2,18.86,-0.606,0.661
2025-08-01,O:CSCO250919C00067500,CSCO,short,1.985373991,3.6,2.58,0.524,0.098
2025-08-01,O:CSCO250919P00067500,CSCO,short,1.985373991,2.33,2.62,-0.483,0.098
2025-08-01,O:AMZN250919C00225000,AMZN,short,0.5975976,13.25,4.9,0.371,0.299
2025-08-01,O:AMZN250919P00225000,AMZN,short,0.5975976,13.3,13.2,-0.637,0.295
2025-08-01,O:XOM250919C00110000,XOM,short,1.189556321,4.6,3.25,0.493,0.159
2025-08-01,O:XOM250919P00110000,XOM,short,1.189556321,5.25,4,-0.52,0.159
2025-08-01,O:BAC250919C00047000,BAC,short,2.492213318,2.43,1.01,0.396,0.064
2025-08-01,O:BAC250919P00047000,BAC,short,2.492213318,2.06,2.35,-0.617,0.064
2025-08-01,O:KO250919C00070000,KO,short,1.600401952,3,1.2,0.443,0.099
2025-08-01,O:KO250919P00070000,KO,short,1.600401952,2.12,2.39,-0.596,0.098
2025-08-01,O:AVGO250919C00270000,AVGO,short,0.402554815,22.55,32.2,0.708,0.366
2025-08-01,O:AVGO250919P00270000,AVGO,short,0.402554815,20.82,11.05,-0.299,0.37
2025-08-01,O:TMO250919C00410000,TMO,short,0.264247722,26.9,71,0.873,0.354
2025-08-01,O:TMO250919P00410000,TMO,short,0.264247722,24.2,5,-0.127,0.353
2025-08-01,O:WMT250919C00097500,WMT,short,1.013801605,4.96,4.35,0.579,0.141
2025-08-01,O:WMT250919P00097500,WMT,short,1.013801605,4.25,3.05,-0.428,0.141
2025-08-01,O:GE250919C00250000,GE,short,0.390617325,21.41,24.96,0.804,0.274
2025-08-01,O:GE250919P00250000,GE,short,0.390617325,12.55,4.25,-0.221,0.294
2025-08-01,O:BX250919C00150000,BX,short,0.638320874,9.96,22,0.821,0.163
2025-08-01,O:BX250919P00150000,BX,short,0.638320874,8.35,1.25,-0.146,0.142
2025-08-01,O:DE250919C00510000,DE,short,0.184945078,30,19,0.485,0.735
2025-08-01,O:DE250919P00510000,DE,short,0.184945078,23.25,25.2,-0.523,0.731
2025-08-01,O:PEP250919C00130000,PEP,short,0.657045664,7.05,11.22,0.834,0.124
2025-08-01,O:PEP250919P00130000,PEP,short,0.657045664,5.53,1.5,-0.207,0.146
2025-08-01,SPY_HEDGE_STOCK,SPY,long,1.629892655,614.91,621.72,1,0
2025-08-01,O:SPY250919C00615000,SPY,long,0.084120132,27.17,21.35,0.62,0.869
2025-08-01,O:SPY250919P00615000,SPY,long,0.084120132,11.91,11.13,-0.397,0.879
2025-08-01,O:SPY250919C00615000,SPY,short,0.071444046,23.74,21.35,0.62,0.869
2025-08-01,O:SPY250919P00615000,SPY,short,0.071444046,13.84,11.13,-0.397,0.879
2025-08-01,O:SPY250919C00615000,SPY,long,0.091276309,25.05,21.35,0.62,0.869
2025-08-01,O:SPY250919P00615000,SPY,long,0.091276309,11.17,11.13,-0.397,0.879
2025-08-01,O:SPY250919C00615000,SPY,short,0.128463628,23.54,21.35,0.62,0.869
2025-08-01,O:SPY250919P00615000,SPY,short,0.128463628,12.21,11.13,-0.397,0.879
2025-08-01,O:SPY250919C00615000,SPY,long,0.102496788,26.62,21.35,0.62,0.869
2025-08-01,O:SPY250919P00615000,SPY,long,0.102496788,9.02,11.13,-0.397,0.879
2025-08-01,O:SPY250919C00615000,SPY,long,0.266729065,29.99,21.35,0.62,0.869
2025-08-01,O:SPY250919P00615000,SPY,long,0.266729065,6.9,11.13,-0.397,0.879
2025-08-01,O:SPY250919C00615000,SPY,short,0.140122448,30.23,21.35,0.62,0.869
2025-08-01,O:SPY250919P00615000,SPY,short,0.140122448,6.83,11.13,-0.397,0.879
2025-08-01,O:SPY250919C00615000,SPY,long,0.116894616,31.98,21.35,0.62,0.869
2025-08-01,O:SPY250919P00615000,SPY,long,0.116894616,6.14,11.13,-0.397,0.879
2025-08-01,O:SPY250919C00615000,SPY,short,0.151939474,30.26,21.35,0.62,0.869
2025-08-01,O:SPY250919P00615000,SPY,short,0.151939474,6.51,11.13,-0.397,0.879
2025-08-01,O:SPY250919C00615000,SPY,short,0.129966608,32.25,21.35,0.62,0.869
2025-08-01,O:SPY250919P00615000,SPY,short,0.129966608,5.61,11.13,-0.397,0.879
2025-08-01,O:SPY250919C00615000,SPY,short,0.133634316,27.5,21.35,0.62,0.869
2025-08-01,O:SPY250919P00615000,SPY,short,0.133634316,7.14,11.13,-0.397,0.879
2025-08-01,O:SPY250919C00615000,SPY,short,0.344707276,21.35,21.35,0,0.869
2025-08-01,O:SPY250919P00615000,SPY,short,0.344707276,11.13,11.13,0,0.879
2025-08-04,O:SPY250919C00615000,SPY,long,5,20.51,26.85,0.714,0.776
2025-08-04,O:SPY250919P00615000,SPY,long,5,15.55,7.1,-0.298,0.791
2025-08-04,O:MSFT250919C00495000,MSFT,short,0.692561463,23.45,45.31,0.838,0.474
2025-08-04,O:MSFT250919P00495000,MSFT,short,0.692561463,18.7,3.25,-0.147,0.445
2025-08-04,O:AAPL250919C00200000,AAPL,short,1.418339734,12.15,10.14,0.599,0.283
2025-08-04,O:AAPL250919P00200000,AAPL,short,1.418339734,9.45,5.89,-0.409,0.284
2025-08-04,O:NVDA250919C00158000,NVDA,short,1.729505579,13.3,25.85,0.804,0.18
2025-08-04,O:NVDA250919P00158000,NVDA,short,1.729505579,12.04,3.25,-0.188,0.175
2025-08-04,O:V250919C00350000,V,short,0.560412083,16.6,6.45,0.407,0.48
2025-08-04,O:V250919P00350000,V,short,0.560412083,14.9,12.96,-0.612,0.468
2025-08-04,O:GOOGL250919C00180000,GOOGL,short,1.086011919,10.54,18.5,0.794,0.201
2025-08-04,O:GOOGL250919P00180000,GOOGL,short,1.086011919,11.55,2.66,-0.211,0.203
2025-08-04,O:GS250919C00690000,GS,short,0.234474561,38.56,46.71,0.73,0.859
2025-08-04,O:GS250919P00690000,GS,short,0.234474561,36.16,13.22,-0.288,0.893
2025-08-04,O:META250919C00735000,META,short,0.203115885,49.1,59.3,0.736,0.918
2025-08-04,O:META250919P00735000,META,short,0.203115885,43.74,13.85,-0.27,0.926
2025-08-04,O:BRKB250919C00485000,BRK.B,short,0.300386456,20.4,2.49,0.181,0.437
2025-08-04,O:BRKB250919P00485000,BRK.B,short,0.300386456,15.2,27.44,-0.925,0.203
2025-08-04,O:CSCO250919C00067500,CSCO,short,1.985373991,3.6,3.27,0.596,0.096
2025-08-04,O:CSCO250919P00067500,CSCO,short,1.985373991,2.33,2.01,-0.41,0.096
2025-08-04,O:AMZN250919C00225000,AMZN,short,0.5975976,13.25,3.26,0.292,0.264
2025-08-04,O:AMZN250919P00225000,AMZN,short,0.5975976,13.3,15.23,-0.743,0.243
2025-08-04,O:XOM250919C00110000,XOM,short,1.189556321,4.6,1.96,0.371,0.146
2025-08-04,O:XOM250919P00110000,XOM,short,1.189556321,5.25,5.1,-0.647,0.142
2025-08-04,O:BAC250919C00047000,BAC,short,2.492213318,2.43,0.92,0.396,0.063
2025-08-04,O:BAC250919P00047000,BAC,short,2.492213318,2.06,2.09,-0.62,0.063
2025-08-04,O:KO250919C00070000,KO,short,1.600401952,3,1.1,0.436,0.1
2025-08-04,O:KO250919P00070000,KO,short,1.600401952,2.12,2.09,-0.605,0.096
2025-08-04,O:AVGO250919C00270000,AVGO,short,0.402554815,22.55,37,0.756,0.337
2025-08-04,O:AVGO250919P00270000,AVGO,short,0.402554815,20.82,7.98,-0.25,0.342
2025-08-04,O:TMO250919C00410000,TMO,short,0.264247722,26.9,71,0.896,0.305
2025-08-04,O:TMO250919P00410000,TMO,short,0.264247722,24.2,3.7,-0.106,0.31
2025-08-04,O:WMT250919C00097500,WMT,short,1.013801605,4.96,4.9,0.635,0.136
2025-08-04,O:WMT250919P00097500,WMT,short,1.013801605,4.25,2.45,-0.369,0.136
2025-08-04,O:GE250919C00250000,GE,short,0.390617325,21.41,30.56,0.845,0.239
2025-08-04,O:GE250919P00250000,GE,short,0.390617325,12.55,2.52,-0.15,0.233
2025-08-04,O:BX250919C00150000,BX,short,0.638320874,9.96,22.97,0.858,0.138
2025-08-04,O:BX250919P00150000,BX,short,0.638320874,8.35,1.38,-0.162,0.152
2025-08-04,O:DE250919C00510000,DE,short,0.184945078,30,23.2,0.547,0.732
2025-08-04,O:DE250919P00510000,DE,short,0.184945078,23.25,20.55,-0.459,0.731
2025-08-04,O:PEP250919C00130000,PEP,short,0.657045664,7.05,11.35,0.841,0.118
2025-08-04,O:PEP250919P00130000,PEP,short,0.657045664,5.53,1.28,-0.192,0.138
2025-08-04,SPY_HEDGE_STOCK,SPY,short,0.43759584,614.91,631.17,1,0
2025-08-04,O:SPY250919C00615000,SPY,long,0.084120132,27.17,26.85,0.714,0.776
2025-08-04,O:SPY250919P00615000,SPY,long,0.084120132,11.91,7.1,-0.298,0.791
2025-08-04,O:SPY250919C00615000,SPY,short,0.071444046,23.74,26.85,0.714,0.776
2025-08-04,O:SPY250919P00615000,SPY,short,0.071444046,13.84,7.1,-0.298,0.791
2025-08-04,O:SPY250919C00615000,SPY,long,0.091276309,25.05,26.85,0.714,0.776
2025-08-04,O:SPY250919P00615000,SPY,long,0.091276309,11.17,7.1,-0.298,0.791
2025-08-04,O:SPY250919C00615000,SPY,short,0.128463628,23.54,26.85,0.714,0.776
2025-08-04,O:SPY250919P00615000,SPY,short,0.128463628,12.21,7.1,-0.298,0.791
2025-08-04,O:SPY250919C00615000,SPY,long,0.102496788,26.62,26.85,0.714,0.776
2025-08-04,O:SPY250919P00615000,SPY,long,0.102496788,9.02,7.1,-0.298,0.791
2025-08-04,O:SPY250919C00615000,SPY,long,0.266729065,29.99,26.85,0.714,0.776
2025-08-04,O:SPY250919P00615000,SPY,long,0.266729065,6.9,7.1,-0.298,0.791
2025-08-04,O:SPY250919C00615000,SPY,short,0.140122448,30.23,26.85,0.714,0.776
2025-08-04,O:SPY250919P00615000,SPY,short,0.140122448,6.83,7.1,-0.298,0.791
2025-08-04,O:SPY250919C00615000,SPY,long,0.116894616,31.98,26.85,0.714,0.776
2025-08-04,O:SPY250919P00615000,SPY,long,0.116894616,6.14,7.1,-0.298,0.791
2025-08-04,O:SPY250919C00615000,SPY,short,0.151939474,30.26,26.85,0.714,0.776
2025-08-04,O:SPY250919P00615000,SPY,short,0.151939474,6.51,7.1,-0.298,0.791
2025-08-04,O:SPY250919C00615000,SPY,short,0.129966608,32.25,26.85,0.714,0.776
2025-08-04,O:SPY250919P00615000,SPY,short,0.129966608,5.61,7.1,-0.298,0.791
2025-08-04,O:SPY250919C00615000,SPY,short,0.133634316,27.5,26.85,0.714,0.776
2025-08-04,O:SPY250919P00615000,SPY,short,0.133634316,7.14,7.1,-0.298,0.791
2025-08-04,O:SPY250919C00615000,SPY,short,0.344707276,21.35,26.85,0.714,0.776
2025-08-04,O:SPY250919P00615000,SPY,short,0.344707276,11.13,7.1,-0.298,0.791
2025-08-05,O:SPY250919C00615000,SPY,long,5,20.51,24.39,0.684,0.795
2025-08-05,O:SPY250919P00615000,SPY,long,5,15.55,8,-0.327,0.807
2025-08-05,O:MSFT250919C00495000,MSFT,short,0.692561463,23.45,40,0.824,0.487
2025-08-05,O:MSFT250919P00495000,MSFT,short,0.692561463,18.7,4,-0.181,0.495
2025-08-05,O:AAPL250919C00200000,AAPL,short,1.418339734,12.15,9.75,0.596,0.28
2025-08-05,O:AAPL250919P00200000,AAPL,short,1.418339734,9.45,5.96,-0.409,0.28
2025-08-05,O:NVDA250919C00158000,NVDA,short,1.729505579,13.3,24.45,0.806,0.175
2025-08-05,O:NVDA250919P00158000,NVDA,short,1.729505579,12.04,3.53,-0.198,0.177
2025-08-05,O:V250919C00350000,V,short,0.560412083,16.6,4.65,0.32,0.429
2025-08-05,O:V250919P00350000,V,short,0.560412083,14.9,16.25,-0.697,0.412
2025-08-05,O:GOOGL250919C00180000,GOOGL,short,1.086011919,10.54,18.25,0.805,0.191
2025-08-05,O:GOOGL250919P00180000,GOOGL,short,1.086011919,11.55,2.69,-0.215,0.202
2025-08-05,O:GS250919C00690000,GS,short,0.234474561,38.56,46.71,0.704,0.882
2025-08-05,O:GS250919P00690000,GS,short,0.234474561,36.16,14.26,-0.306,0.898
2025-08-05,O:META250919C00735000,META,short,0.203115885,49.1,53.29,0.692,0.96
2025-08-05,O:META250919P00735000,META,short,0.203115885,43.74,16.57,-0.314,0.965
2025-08-05,O:BRKB250919C00485000,BRK.B,short,0.300386456,20.4,3.79,0.258,0.535
2025-08-05,O:BRKB250919P00485000,BRK.B,short,0.300386456,15.2,20.77,-0.826,0.4
2025-08-05,O:CSCO250919C00067500,CSCO,short,1.985373991,3.6,2.83,0.54,0.095
2025-08-05,O:CSCO250919P00067500,CSCO,short,1.985373991,2.33,2.35,-0.467,0.095
2025-08-05,O:AMZN250919C00225000,AMZN,short,0.5975976,13.25,3.65,0.322,0.274
2025-08-05,O:AMZN250919P00225000,AMZN,short,0.5975976,13.3,13.6,-0.699,0.262
2025-08-05,O:XOM250919C00110000,XOM,short,1.189556321,4.6,1.93,0.358,0.142
2025-08-05,O:XOM250919P00110000,XOM,short,1.189556321,5.25,5.15,-0.649,0.139
2025-08-05,O:BAC250919C00047000,BAC,short,2.492213318,2.43,0.84,0.366,0.061
2025-08-05,O:BAC250919P00047000,BAC,short,2.492213318,2.06,2.28,-0.647,0.06
2025-08-05,O:KO250919C00070000,KO,short,1.600401952,3,1.1,0.434,0.095
2025-08-05,O:KO250919P00070000,KO,short,1.600401952,2.12,2.05,-0.604,0.094
2025-08-05,O:AVGO250919C00270000,AVGO,short,0.402554815,22.55,33.61,0.736,0.342
2025-08-05,O:AVGO250919P00270000,AVGO,short,0.402554815,20.82,9.37,-0.269,0.346
2025-08-05,O:TMO250919C00410000,TMO,short,0.264247722,26.9,71,0.885,0.323
2025-08-05,O:TMO250919P00410000,TMO,short,0.264247722,24.2,2.9,-0.118,0.328
2025-08-05,O:WMT250919C00097500,WMT,short,1.013801605,4.96,4.55,0.608,0.136
2025-08-05,O:WMT250919P00097500,WMT,short,1.013801605,4.25,2.6,-0.398,0.136
2025-08-05,O:GE250919C00250000,GE,short,0.390617325,21.41,25.79,0.793,0.277
2025-08-05,O:GE250919P00250000,GE,short,0.390617325,12.55,3.25,-0.186,0.259
2025-08-05,O:BX250919C00150000,BX,short,0.638320874,9.96,22.97,0.848,0.141
2025-08-05,O:BX250919P00150000,BX,short,0.638320874,8.35,1.65,-0.135,0.13
2025-08-05,O:DE250919C00510000,DE,short,0.184945078,30,20.25,0.531,0.721
2025-08-05,O:DE250919P00510000,DE,short,0.184945078,23.25,20.7,-0.475,0.719
2025-08-05,O:PEP250919C00130000,PEP,short,0.657045664,7.05,11.05,0.827,0.122
2025-08-05,O:PEP250919P00130000,PEP,short,0.657045664,5.53,1.32,-0.203,0.14
2025-08-05,SPY_HEDGE_STOCK,SPY,long,1.317517468,614.91,627.97,1,0
2025-08-05,O:SPY250919C00615000,SPY,long,0.084120132,27.17,24.39,0.684,0.795
2025-08-05,O:SPY250919P00615000,SPY,long,0.084120132,11.91,8,-0.327,0.807
